Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range,Suppression Flag,Quartile Number
"Adults who sometimes, rarely, or never get the social and emotional support they need",By Sexual orientation,United States,Gay or lesbian,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,40.3,36.3,44.4,36.3 - 44.4,,,
"Adults who sometimes, rarely, or never get the social and emotional support they need",By Sexual orientation,United States,Straight,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,39.5,38.7,40.4,38.7 - 40.4,,,
"Adults who sometimes, rarely, or never get the social and emotional support they need",By Sexual orientation,United States,Bisexual,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,52.5,47.4,57.6,47.4 - 57.6,,,
"Adults who sometimes, rarely, or never get the social and emotional support they need",By Race/Hispanic ethnicity,United States,Hispanic or Latino,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,53.4,50.8,56.1,50.8 - 56.1,,,
"Adults who sometimes, rarely, or never get the social and emotional support they need",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,35,34.3,35.8,34.3 - 35.8,,,
"Adults who sometimes, rarely, or never get the social and emotional support they need",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,47.5,44.9,50,44.9 - 50.0,,,
"Adults who sometimes, rarely, or never get the social and emotional support they need",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,49.2,45.6,52.9,45.6 - 52.9,,,
"Adults who sometimes, rarely, or never get the social and emotional support they need",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,48.3,44.5,52.2,44.5 - 52.2,,,
"Adults who sometimes, rarely, or never get the social and emotional support they need",By Education,United States,Less than a high school diploma,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,58.3,52.8,63.6,52.8 - 63.6,,,
"Adults who sometimes, rarely, or never get the social and emotional support they need",By Education,United States,High school diploma or GED,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,45.8,44.3,47.4,44.3 - 47.4,,,
"Adults who sometimes, rarely, or never get the social and emotional support they need",By Education,United States,Some college/Associate's degree,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,42.7,41.3,44.1,41.3 - 44.1,,,
"Adults who sometimes, rarely, or never get the social and emotional support they need",By Education,United States,Bachelor's degree or higher,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,31.6,30.8,32.4,30.8 - 32.4,,,
"Adults who sometimes, rarely, or never get the social and emotional support they need",By Disability status,United States,With disability,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,58.5,56.1,60.9,56.1 - 60.9,,,
"Adults who sometimes, rarely, or never get the social and emotional support they need",By Disability status,United States,Without disability,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,38.4,37.6,39.2,37.6 - 39.2,,,
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Alabama,Alabama,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,40.8,36.9,44.7,36.9 - 44.7,40.0-41.3,,3
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Alaska,Alaska,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,40,33.1,47.2,33.1 - 47.2,40.0-41.3,,3
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Arizona,Arizona,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,38.6,34.1,43.2,34.1 - 43.2,36.8-39.9,,2
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Arkansas,Arkansas,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,43.4,38.6,48.2,38.6 - 48.2,41.4-48.6,,4
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,California,California,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,46.1,42.8,49.5,42.8 - 49.5,41.4-48.6,,4
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Colorado,Colorado,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,40.9,37.6,44.3,37.6 - 44.3,40.0-41.3,,3
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Connecticut,Connecticut,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,41.3,36.9,45.8,36.9 - 45.8,40.0-41.3,,3
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Delaware,Delaware,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,35.8,30.5,41.5,30.5 - 41.5,27.1-36.7,,1
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,District of Columbia,District of Columbia,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,34.6,28.1,41.5,28.1 - 41.5,27.1-36.7,,1
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Florida,Florida,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,41.1,37.3,45,37.3 - 45.0,40.0-41.3,,3
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Georgia,Georgia,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,41.1,36.7,45.7,36.7 - 45.7,40.0-41.3,,3
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Hawaii,Hawaii,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,48.6,42.4,54.9,42.4 - 54.9,41.4-48.6,,4
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Idaho,Idaho,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,33.8,29.9,37.9,29.9 - 37.9,27.1-36.7,,1
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Illinois,Illinois,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,41.9,38.2,45.8,38.2 - 45.8,41.4-48.6,,4
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Indiana,Indiana,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,41.2,37,45.5,37.0 - 45.5,40.0-41.3,,3
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Iowa,Iowa,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,35.9,31.4,40.5,31.4 - 40.5,27.1-36.7,,1
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Kansas,Kansas,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,36.2,31.6,41,31.6 - 41.0,27.1-36.7,,1
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Kentucky,Kentucky,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,40.3,35,45.9,35.0 - 45.9,40.0-41.3,,3
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Louisiana,Louisiana,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,43.9,39.7,48.2,39.7 - 48.2,41.4-48.6,,4
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Maine,Maine,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,39,33.5,44.8,33.5 - 44.8,36.8-39.9,,2
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Maryland,Maryland,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,37.5,32.8,42.3,32.8 - 42.3,36.8-39.9,,2
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Massachusetts,Massachusetts,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,40.3,36.5,44.1,36.5 - 44.1,40.0-41.3,,3
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Michigan,Michigan,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,40,36.1,44,36.1 - 44.0,40.0-41.3,,3
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Minnesota,Minnesota,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,34,29.4,38.7,29.4 - 38.7,27.1-36.7,,1
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Mississippi,Mississippi,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,44.4,39.1,49.8,39.1 - 49.8,41.4-48.6,,4
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Missouri,Missouri,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,34.5,30.9,38.2,30.9 - 38.2,27.1-36.7,,1
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Montana,Montana,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,31.8,27,36.9,27.0 - 36.9,27.1-36.7,,1
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Nebraska,Nebraska,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,39.9,35.5,44.4,35.5 - 44.4,36.8-39.9,,2
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Nevada,Nevada,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,39.5,34.7,44.4,34.7 - 44.4,36.8-39.9,,2
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,New Hampshire,New Hampshire,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,37,33.1,41,33.1 - 41.0,36.8-39.9,,2
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,New Jersey,New Jersey,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,43.7,39.1,48.3,39.1 - 48.3,41.4-48.6,,4
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,New Mexico,New Mexico,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,45.5,41.2,49.9,41.2 - 49.9,41.4-48.6,,4
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,New York,New York,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,44.3,39.3,49.4,39.3 - 49.4,41.4-48.6,,4
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,North Carolina,North Carolina,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,38.8,34.4,43.4,34.4 - 43.4,36.8-39.9,,2
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,North Dakota,North Dakota,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,29.5,22.6,37.3,22.6 - 37.3,27.1-36.7,,1
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Ohio,Ohio,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,36.7,32.5,41,32.5 - 41.0,27.1-36.7,,1
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Oklahoma,Oklahoma,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,39.9,34.5,45.5,34.5 - 45.5,36.8-39.9,,2
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Oregon,Oregon,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,40,36.2,43.8,36.2 - 43.8,40.0-41.3,,3
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Pennsylvania,Pennsylvania,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,40.5,36.7,44.4,36.7 - 44.4,40.0-41.3,,3
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Rhode Island,Rhode Island,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,41.2,34.5,48.1,34.5 - 48.1,40.0-41.3,,3
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,South Carolina,South Carolina,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,39.8,35.3,44.5,35.3 - 44.5,36.8-39.9,,2
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,South Dakota,South Dakota,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,37.1,30.5,44.2,30.5 - 44.2,36.8-39.9,,2
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Tennessee,Tennessee,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,43.8,39.4,48.2,39.4 - 48.2,41.4-48.6,,4
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Texas,Texas,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,42.8,39.3,46.3,39.3 - 46.3,41.4-48.6,,4
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Utah,Utah,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,37.3,34.1,40.6,34.1 - 40.6,36.8-39.9,,2
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Vermont,Vermont,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,27.1,20.8,34.2,20.8 - 34.2,27.1-36.7,,1
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Virginia,Virginia,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,41.9,37.7,46.1,37.7 - 46.1,41.4-48.6,,4
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Washington,Washington,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,36.7,33.4,40.2,33.4 - 40.2,27.1-36.7,,1
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,West Virginia,West Virginia,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,39,33,45.2,33.0 - 45.2,36.8-39.9,,2
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Wisconsin,Wisconsin,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,35.7,30.5,41.2,30.5 - 41.2,27.1-36.7,,1
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Wyoming,Wyoming,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,39.4,34.2,44.8,34.2 - 44.8,36.8-39.9,,2
Adults who usually or always feel lonely,National Estimate,United States,United States,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,13,12.4,13.7,12.4 - 13.7,,,
Adults who usually or always feel lonely,By Age,United States,18 - 29 years,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,24.9,22,28,22.0 - 28.0,,,
Adults who usually or always feel lonely,By Age,United States,30 - 39 years,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,15.5,14.2,16.9,14.2 - 16.9,,,
Adults who usually or always feel lonely,By Age,United States,40 - 49 years,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,13,11.8,14.4,11.8 - 14.4,,,
Adults who usually or always feel lonely,By Age,United States,50 - 59 years,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,12.1,10.9,13.5,10.9 - 13.5,,,
Adults who usually or always feel lonely,By Age,United States,60 - 69 years,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,8.5,7.7,9.5,7.7 - 9.5,,,
Adults who usually or always feel lonely,By Age,United States,70 - 79 years,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,5.3,4.5,6.3,4.5 - 6.3,,,
Adults who usually or always feel lonely,By Age,United States,80 years and above,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,5.5,3.9,7.7,3.9 - 7.7,,,
Adults who usually or always feel lonely,By Sex,United States,Male,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,12.4,11.5,13.3,11.5 - 13.3,,,
Adults who usually or always feel lonely,By Sex,United States,Female,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,13.7,12.9,14.6,12.9 - 14.6,,,
Adults who usually or always feel lonely,By Gender identity,United States,Cis-gender male,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,11.9,10.9,12.8,10.9 - 12.8,,,
Adults who usually or always feel lonely,By Gender identity,United States,Cis-gender female,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,13.3,12.5,14.2,12.5 - 14.2,,,
Adults who usually or always feel lonely,By Gender identity,United States,Transgender,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,41.5,28.3,55.5,28.3 - 55.5,,,
Adults who usually or always feel lonely,By Sexual orientation,United States,Gay or lesbian,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,20.5,16.7,24.7,16.7 - 24.7,,,
Adults who usually or always feel lonely,By Sexual orientation,United States,Straight,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,11.7,11.1,12.3,11.1 - 12.3,,,
Adults who usually or always feel lonely,By Sexual orientation,United States,Bisexual,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,26.3,23.3,29.5,23.3 - 29.5,,,
Adults who usually or always feel lonely,By Race/Hispanic ethnicity,United States,Hispanic or Latino,4.2,72,"Aug 20 - Sep 16, 2024",08/20/2024 12:00:00 AM,09/16/2024 12:00:00 AM,14,12.2,15.9,12.2 - 15.9,,,
